i,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11
952,470709,827300,896505,613963,306215,628921,95675,51200,771195,755298,329299,812601
953,901086,793928,625380,780579,403099,134150,759105,321447,666302,904350,197129,472968
954,194092,519853,541275,830568,624883,724064,34163,919528,136653,1025575,373251,813202
955,132714,231591,70282,520847,791825,368359,115269,213532,136511,264,342764,1033570
956,638248,123530,337907,396028,718170,290315,799499,180615,66934,99499,325717,153358
957,102620,1014478,165040,1030263,408125,621371,693607,1001103,102307,1048316,276233,437341
958,256211,842361,539672,637693,1017551,234246,677031,709354,256557,736319,479904,3134
959,643590,171550,843985,950177,737752,233431,287752,108187,634427,842683,720239,740673
960,485382,451981,995981,127747,43721,185847,161191,763885,682481,426656,326867,931226
961,40257,904382,411476,683003,730738,924148,363614,1045452,529918,189912,614881,354529
962,780951,1033155,907375,370294,102450,403723,834632,1022952,229942,242419,440800,598963
963,1000826,665335,897130,667573,1036161,99925,519645,410387,239875,417198,237890,526348
964,796766,320267,922948,303624,629368,344388,884252,722946,812710,584278,896475,293602
965,625008,899314,775231,154709,63333,929186,573572,621518,454612,18311,218051,956249
966,645199,97355,979385,581467,822284,802607,778324,777529,950139,686623,88763,118324
967,392567,350433,173702,848346,149415,254061,324405,440128,470636,144205,351487,468708
968,841161,469895,183610,248686,738161,534287,597897,87687,930420,729861,253088,33726
969,55047,599605,212978,648939,209406,877480,554555,85921,562213,199074,862755,446044
970,1034791,150290,136719,552718,80317,157636,620363,2056,237252,81885,122368,962198
971,735223,751048,814685,917549,320483,160080,890480,616479,153448,173907,124289,360405
972,196614,611105,138219,149794,906540,198136,649258,597295,674542,507525,402902,997379
973,434919,906277,513689,46658,639369,1040576,1019896,680165,334794,889082,86888,946756
974,689163,168038,447831,593563,840567,1039914,61777,524791,915260,450552,726677,88050
975,231313,204971,44179,107891,631991,395485,397532,519694,1044395,695919,245208,209938
976,865452,295936,262047,680928,182661,467240,123688,743875,774705,584011,610812,378267
977,899779,739311,533152,916857,914296,715834,383894,204389,413696,14685,954631,426159
978,629575,198324,391378,179122,772582,780549,789547,419739,197046,368561,964660,247160
979,685024,541480,524519,851286,55699,30237,821937,12883,855459,818668,469372,318528
980,482226,439707,109956,640624,711172,564093,988728,496006,542114,705675,9498,458371
981,694745,895934,51884,495735,211669,999490,1040691,414977,247478,508303,385683,268591
982,231252,172920,116695,974572,1015695,945312,127056,42030,916609,346093,757666,280830
983,986818,438322,11141,179005,99728,387328,950162,739609,396554,820366,169181,734032
984,452171,657936,282682,550455,628918,99745,132426,278123,627646,660880,431480,219728
985,500193,738066,525974,487520,789609,13126,87306,34906,461579,1014179,99563,663166
986,558680,828855,99653,747660,43758,409987,336620,995667,99081,819740,140565,962628
987,598163,758749,63713,963974,298922,673021,978698,692688,776152,956524,88145,236782
988,202992,768785,548341,846848,122690,818731,417507,566843,210168,913802,558262,166464
989,776095,211641,396387,113402,132111,717050,2981,102198,841117,311627,372999,562411
990,970859,469267,878853,276734,623403,770782,806959,1045589,328296,739708,559009,748663
991,688987,960657,502541,305190,18399,544260,943792,297617,496546,970064,100192,117076
992,456144,595020,848298,229212,570737,585147,463707,738361,1044265,59428,435515,945841
993,1031821,359340,936455,263621,436953,1033836,1034692,99584,466744,89392,434427,865000
994,23981,1020928,1028461,555778,132374,881455,896862,221746,348075,872727,741761,521344
995,739142,1022883,432481,1038376,431458,69283,708133,567980,856992,650466,202303,378497
996,271456,389584,24315,502579,1003986,797873,642543,696986,150166,471843,75115,584935
997,1043980,942338,553884,475387,26712,134490,512568,777182,771715,790068,338715,495892
998,381967,459805,77749,536018,550638,1035216,540146,760921,1021498,159381,431504,125706
999,85300,96620,834126,982221,192557,389750,385233,785693,978505,925884,884542,91042
1000,578074,255640,609355,851327,459881,688948,510407,173804,296102,961627,976779,775225
1001,327259,24546,450687,70190,846737,518750,906132,162568,519368,486103,655231,421214
1002,748222,251859,426130,702735,906186,6918,352587,1024606,360566,505732,140638,104039
1003,535360,941842,252794,55563,813482,931523,990916,976752,705932,844002,360407,861002
1004,542039,513907,435422,403092,370094,891256,940937,203153,120476,460911,609863,150121
1005,56457,12781,875927,637881,67030,1042185,880733,444199,897465,604829,998001,766546
1006,483779,190226,802039,222716,195449,782322,1014705,503936,947063,682189,711788,258713
1007,738597,296495,738126,890344,925333,142155,953919,935034,202645,426423,414491,848909
1008,640271,636879,688014,560283,799318,305061,678378,285400,56521,932514,456385,629790
1009,507136,438448,804267,1023784,654074,105304,420870,394854,12618,919255,330061,925310
1010,448531,473265,688172,626190,542660,686733,372612,158950,775534,1046534,229556,384760
1011,859705,598367,572870,272118,852920,253119,614242,140287,213274,763077,67084,649956
1012,681317,195245,741782,871111,818023,623426,433402,311705,793162,194916,456054,458603
1013,350721,729156,512745,685712,289690,690734,494673,665036,527259,85136,933347,412516
1014,837049,1046192,1018140,916025,628358,721623,915133,613309,958866,525323,301578,350359
1015,382485,482398,352284,962062,228551,520115,276764,243782,910912,480568,341435,482259
1016,1035961,527840,157584,631285,386026,148556,1037373,380347,976432,694456,597453,902943
1017,499448,893615,650696,292943,921483,656091,738423,915539,424496,980300,961073,527625
1018,393763,753103,695095,173807,159987,676904,438442,147516,174239,126272,610912,160744
1019,134711,177928,807391,759244,545720,262671,53051,963583,879841,734194,569472,108437
1020,487917,1016162,451697,918331,855462,654889,235762,925466,888858,340555,1003967,570469
1021,398059,729723,12295,291272,604317,838149,118182,773752,418044,235688,974697,862407
1022,51995,110467,309810,894332,383727,141878,582183,1029209,427049,5732,457843,710735
1023,114874,409626,933262,1025147,320627,976050,937172,630091,943844,1030082,367227,188033
1024,929312,452039,308582,883404,82817,981304,103888,443359,377954,891764,799128,230937
1025,802032,296600,939570,413086,931664,179943,366698,1024020,928513,1030998,119688,246063
1026,632375,909114,550443,102090,577307,65882,282000,985416,87216,616765,873096,501363
1027,651364,743582,734332,846568,1005954,813250,761357,923808,235129,401451,378567,244730
1028,315376,58771,782909,220063,809195,319655,393590,874472,16026,901755,232965,691765
1029,928593,1011794,641491,721102,499616,953065,595391,867273,51847,956822,232266,9947
1030,664871,376316,753383,328942,379800,861666,344157,136631,147043,160825,859223,391136
1031,729278,537597,516316,436948,271353,584541,1016452,987606,916105,1047263,910127,419680
1032,1045753,248380,995340,294329,650108,39789,542238,141503,753174,659122,702329,235855
1033,594987,547851,915478,67150,67123,283900,788609,694040,781191,536359,541990,893943
1034,133599,728889,971730,695459,344655,794915,655343,99042,636825,938907,147051,666992
1035,807096,406390,462635,177324,348138,37094,628590,93344,177640,635115,564020,659563
1036,549098,134262,856903,173586,625119,313289,64160,821707,885328,624170,561733,805784
1037,841080,560538,539582,785854,506112,1041130,1046127,170919,787845,165265,548547,811937
1038,57353,622537,916754,87637,74849,943941,59581,931664,706811,343361,539654,436617
1039,728607,397972,408932,599251,775549,361139,663046,746998,406347,54753,277554,903166
1040,863035,250569,789899,1038424,820905,641143,459685,870510,953999,696429,1041851,1007677
1041,500934,575006,442973,559918,56383,885807,863359,887248,462475,1026477,141871,785745
1042,902147,554407,1029236,651730,43886,460757,403826,936923,292892,614421,794590,300309
1043,40611,288804,887407,861508,155829,415945,700190,675877,633200,539802,669195,368873
1044,882462,212902,793654,980338,486857,38747,663126,972432,87552,651101,797147,969091
1045,970652,362416,694185,6819,837568,972823,908102,494728,628930,589944,1043270,674215
1046,1009031,266145,592651,507725,9063,967748,628200,146780,349961,201640,389959,46567
1047,629953,36430,15164,482786,128674,990595,756286,157170,996974,183384,155060,378140
1048,31135,260027,860997,1045219,190830,995798,940023,941591,762617,933473,992864,334471
1049,307202,1377,423741,965587,145961,42635,635034,312177,198012,560833,148658,316615
1050,786045,552433,994757,388340,768895,109150,738418,772592,262824,425482,89484,601743
1051,123256,821878,302429,553819,771962,688660,1004773,299923,463414,583765,366639,1000079
1052,484514,881899,887539,869589,869241,808850,1038531,881792,360255,310275,177734,432418
1053,855231,995494,979064,1023556,585848,608980,14894,207089,126250,989054,222956,361981
1054,961034,512177,776467,365305,257641,242535,583446,75446,55789,935285,598167,774298
1055,862751,665850,749731,965346,580331,124353,685374,589090,242924,134260,812835,378903
1056,156052,464997,167841,345804,872421,330261,503364,612683,726744,35539,1015539,708153
1057,147829,262725,530312,359360,84884,968051,85224,1020716,369130,416512,334425,584425
1058,637655,3264,231741,882047,33042,282802,323040,619279,241526,81384,321524,636434
1059,461552,32563,621441,436800,467382,234021,216845,478360,856568,163052,862750,1022463
1060,907943,887926,996567,805344,874968,233811,469940,820364,103038,46384,265732,438133
1061,293051,897993,664256,277263,867512,38655,969561,239085,586534,338028,496660,152997
1062,221948,621117,585610,246577,1007255,254051,606483,941517,767600,970463,31383,288224
1063,319893,567322,372228,90574,371153,300278,773731,798398,754065,297292,266922,336396
1064,992242,882482,977381,1027965,379274,896508,343085,200315,228617,199639,281640,990369
1065,443850,398576,674955,311726,191430,181503,914646,943646,79796,690541,266777,242752
1066,140767,574324,396188,21287,436387,136669,286460,769253,243541,362661,83793,765510
1067,895015,94810,587878,661737,817594,506181,187058,623195,512784,66935,792703,500700
1068,776283,328493,611260,853774,614431,402306,1001570,242238,481869,51445,808325,1036989
1069,15442,206426,1004187,971942,443612,535447,617385,523592,950070,496694,171171,893994
1070,645239,488988,114775,425112,113927,895815,572429,934491,730258,640203,221753,1005099
1071,771077,690742,596295,539510,552635,929937,142116,433067,1006974,286269,7138,88342
1072,764902,795072,487872,337128,949850,812666,218579,115728,657314,625186,76297,405221
1073,133921,322618,900664,984915,243107,650234,483124,1016533,1000821,568233,323091,718889
1074,657653,546314,1015175,267731,174561,434256,550648,343899,657578,104937,40267,453024
1075,484585,107061,889696,199126,844325,828803,684995,408986,427896,71716,382793,20923
1076,131415,278859,152482,764581,1008930,943277,24622,642261,350869,30778,651273,601449
1077,117797,612201,818001,869450,529131,435465,545263,450208,755910,744983,358979,522763
1078,655443,334907,996626,261122,929747,90947,1018088,235648,479133,22139,328191,376931
1079,242390,761828,788769,355489,447705,666841,914816,971124,791248,884836,662260,293193
1080,984661,184366,880137,200881,944457,318770,65958,535027,482556,354686,471978,847842
1081,207341,840319,402069,497575,915040,233842,998254,108076,116485,101668,465986,797664
1082,450777,283992,240757,225588,1038319,1506,201023,425326,373583,257432,787131,326711
1083,554498,557393,563707,721513,366498,97690,964113,535293,833577,745909,580740,902493
1084,539441,967377,920686,791169,953639,128958,76633,642172,1016430,1027265,327995,30120
1085,901209,660947,52143,21956,764990,1021620,309348,725614,1038378,556677,885023,389028
1086,808592,382989,295426,171540,81577,824600,618901,107407,795007,899998,33075,783124
1087,977655,404096,20809,590804,201067,395621,405518,604726,762001,344110,470488,988783
1088,435196,1032201,797835,870341,634891,757471,500719,573003,1042661,742134,187535,300048
1089,671350,543089,66380,367309,577104,1006996,296806,906180,1048404,557008,689064,283939
1090,101062,572701,18445,125773,806142,372548,975778,680891,871642,288499,398496,1040310
1091,311329,1038093,937992,572605,178528,532034,456731,614922,849723,810714,166271,690084
1092,168848,21285,297430,506509,201496,207869,9608,103726,728608,366220,371066,495775
1093,578944,1027560,905954,966216,287383,13978,453560,821477,1036109,216417,67205,632969
1094,897941,365065,564410,226824,383002,712208,187925,319679,342329,201183,321936,291263
1095,429740,836170,345986,790958,915460,697740,635504,344800,104443,411585,837617,1015925
1096,291770,405828,910614,356564,565873,378832,1029402,313291,792089,953066,531155,431189
1097,266890,271708,418422,743197,337649,677375,614912,715852,215847,634930,876936,472989
1098,763959,996709,972401,663176,1020425,994903,1019905,140619,490197,884147,646614,498331
1099,562900,320759,907542,31952,280876,980331,323676,44110,644361,268115,866956,845259
1100,59245,1017979,952424,702608,524558,99220,694784,202153,566338,790438,420913,195868
1101,521156,135862,72026,512902,454698,944163,556348,936536,1034065,743400,684188,306892
1102,879072,292533,216160,182837,910757,854814,655248,872383,459974,1007645,776485,361483
1103,546096,920525,77223,337634,835874,985441,73200,88058,818081,728248,327795,547847
